Order_ID,Product_Name,Category,City,Supplier,Import_Cost,Selling_Price,Quantity_Sold,Shipment_Delay_Days,Order_Date,Delivery_Date,Profit,Damaged_Goods,Month,Year
ORD00573,Bluetooth Speakers,Bluetooth Speakers,Pune,Shenzhen Traders,814.98,2028.03,4,2,2023-06-13,2023-06-15,4852.2,False,6,2023
ORD00574,Mobile Accessories,Mobile Accessories,Mumbai,Yiwu Global Trade,101.75,219.99,3,3,2024-04-27,2024-04-30,354.72,False,4,2024
ORD00575,Mobile Accessories,Mobile Accessories,Nashik,Yiwu Global Trade,117.78,248.83,5,2,2023-01-25,2023-01-27,655.25,False,1,2023
ORD00576,Bluetooth Speakers,Bluetooth Speakers,Pune,Shenzhen Traders,672.06,1495.09,2,1,2024-06-20,2024-06-21,1646.06,False,6,2024
ORD00577,LED Lights,LED Lights,Pune,Shenzhen Traders,226.69,480.54,4,3,2023-06-22,2023-06-25,1015.4,False,6,2023
ORD00578,Kitchen Gadgets,Kitchen Gadgets,Pune,Guangzhou Imports,346.42,774.49,16,7,2024-10-14,2024-10-21,6849.12,False,10,2024
ORD00579,Smart Watches,Smart Watches,Aurangabad,Guangzhou Imports,1676.77,4677.05,3,6,2024-06-15,2024-06-21,9000.84,False,6,2024
ORD00580,Home Decor,Home Decor,Thane,Yiwu Global Trade,202.14,610.53,4,2,2023-02-12,2023-02-14,1633.56,False,2,2023
ORD00581,Home Decor,Home Decor,Mumbai,Yiwu Global Trade,152.91,487.71,2,4,2023-03-01,2023-03-05,669.6,False,3,2023
ORD00582,Mobile Accessories,Mobile Accessories,Thane,Yiwu Global Trade,212.56,421.12,1,0,2023-12-11,2023-12-11,208.56,False,12,2023
ORD00583,Bluetooth Speakers,Bluetooth Speakers,Pune,Shenzhen Traders,612.57,1165.89,1,2,2024-11-20,2024-11-22,553.32,False,11,2024
ORD00584,Home Decor,Home Decor,Aurangabad,Dragon Supply Co,295.16,939.76,9,6,2023-11-25,2023-12-01,5801.4,False,11,2023
ORD00585,LED Lights,LED Lights,Nagpur,Shenzhen Traders,239.72,645.69,1,3,2024-05-08,2024-05-11,405.97,False,5,2024
ORD00586,Mobile Accessories,Mobile Accessories,Pune,Guangzhou Imports,180.07,366.23,5,6,2023-09-17,2023-09-23,930.8,False,9,2023
ORD00587,Smart Watches,Smart Watches,Pune,Guangzhou Imports,1248.33,3020.08,7,1,2024-07-05,2024-07-06,12402.25,False,7,2024
ORD00588,Home Decor,Home Decor,Pune,Yiwu Global Trade,297.32,792.96,3,3,2024-02-24,2024-02-27,1486.92,False,2,2024
ORD00589,Bluetooth Speakers,Bluetooth Speakers,Mumbai,Dragon Supply Co,749.94,1493.76,8,6,2023-08-19,2023-08-25,5950.56,False,8,2023
ORD00590,Kitchen Gadgets,Kitchen Gadgets,Mumbai,Yiwu Global Trade,304.89,857.63,2,4,2024-04-27,2024-05-01,1105.48,False,4,2024
ORD00591,Home Decor,Home Decor,Thane,Dragon Supply Co,233.32,485.42,3,6,2023-04-02,2023-04-08,756.3,True,4,2023
ORD00592,LED Lights,LED Lights,Mumbai,Shenzhen Traders,207.79,507.9,1,1,2024-10-06,2024-10-07,300.11,False,10,2024
ORD00593,Smart Watches,Smart Watches,Nashik,Guangzhou Imports,886.32,1581.21,1,10,2024-01-21,2024-01-31,694.89,True,1,2024
ORD00594,Bluetooth Speakers,Bluetooth Speakers,Nashik,Dragon Supply Co,498.49,1158.46,8,7,2024-10-22,2024-10-29,5279.76,False,10,2024
ORD00595,LED Lights,LED Lights,Mumbai,Shenzhen Traders,368.34,920.02,5,5,2024-02-27,2024-03-03,2758.4,False,2,2024
ORD00596,Smart Watches,Smart Watches,Pune,Shenzhen Traders,1121.22,2386.29,15,3,2024-05-07,2024-05-10,18976.05,False,5,2024
ORD00597,Mobile Accessories,Mobile Accessories,Pune,Yiwu Global Trade,80.47,220.51,1,2,2023-12-04,2023-12-06,140.04,False,12,2023
ORD00598,Kitchen Gadgets,Kitchen Gadgets,Mumbai,Guangzhou Imports,143.42,367.23,5,4,2024-05-11,2024-05-15,1119.05,False,5,2024
ORD00599,LED Lights,LED Lights,Nagpur,Dragon Supply Co,289.62,862.28,4,5,2024-12-03,2024-12-08,2290.64,False,12,2024
ORD00600,LED Lights,LED Lights,Thane,Shenzhen Traders,389.79,1111.78,1,3,2024-05-24,2024-05-27,721.99,False,5,2024
ORD00601,Home Decor,Home Decor,Pune,Dragon Supply Co,116.66,385.75,2,14,2024-07-17,2024-07-31,538.18,False,7,2024
ORD00602,LED Lights,LED Lights,Nashik,Shenzhen Traders,220.92,520.82,8,5,2024-03-11,2024-03-16,2399.2,False,3,2024
ORD00603,Kitchen Gadgets,Kitchen Gadgets,Thane,Guangzhou Imports,144.17,408.5,7,3,2024-07-07,2024-07-10,1850.31,False,7,2024
ORD00604,Bluetooth Speakers,Bluetooth Speakers,Aurangabad,Shenzhen Traders,499.51,1083.94,7,6,2023-05-09,2023-05-15,4091.01,False,5,2023
ORD00605,Bluetooth Speakers,Bluetooth Speakers,Mumbai,Dragon Supply Co,732.89,1422.58,2,8,2024-07-13,2024-07-21,1379.38,False,7,2024
ORD00606,Mobile Accessories,Mobile Accessories,Pune,Guangzhou Imports,180.43,527.43,4,8,2024-12-15,2024-12-23,1388.0,False,12,2024
ORD00607,Mobile Accessories,Mobile Accessories,Thane,Yiwu Global Trade,183.93,553.19,7,2,2024-12-26,2024-12-28,2584.82,False,12,2024
ORD00608,Home Decor,Home Decor,Pune,Yiwu Global Trade,202.27,678.39,1,3,2023-06-22,2023-06-25,476.12,False,6,2023
ORD00609,LED Lights,LED Lights,Nashik,Dragon Supply Co,182.97,524.82,18,5,2024-02-20,2024-02-25,6153.3,False,2,2024
ORD00610,Home Decor,Home Decor,Aurangabad,Yiwu Global Trade,244.06,644.27,1,2,2023-07-19,2023-07-21,400.21,False,7,2023
ORD00611,Home Decor,Home Decor,Pune,Yiwu Global Trade,257.13,726.78,5,2,2023-02-12,2023-02-14,2348.25,False,2,2023
ORD00612,Home Decor,Home Decor,Mumbai,Dragon Supply Co,280.08,940.98,16,9,2023-01-17,2023-01-26,10574.4,False,1,2023
ORD00613,LED Lights,LED Lights,Pune,Shenzhen Traders,292.63,730.36,2,4,2023-10-04,2023-10-08,875.46,False,10,2023
ORD00614,Bluetooth Speakers,Bluetooth Speakers,Mumbai,Shenzhen Traders,883.58,1709.94,7,3,2024-03-11,2024-03-14,5784.52,False,3,2024
ORD00615,Home Decor,Home Decor,Pune,Dragon Supply Co,144.05,402.88,7,3,2024-01-26,2024-01-29,1811.81,False,1,2024
ORD00616,Bluetooth Speakers,Bluetooth Speakers,Thane,Dragon Supply Co,595.89,1181.71,11,0,2023-12-16,2023-12-16,6444.02,False,12,2023
ORD00617,Home Decor,Home Decor,Mumbai,Yiwu Global Trade,184.84,378.36,2,3,2024-06-03,2024-06-06,387.04,True,6,2024
ORD00618,LED Lights,LED Lights,Thane,Dragon Supply Co,314.96,836.09,1,15,2024-04-07,2024-04-22,521.13,False,4,2024
ORD00619,Smart Watches,Smart Watches,Thane,Guangzhou Imports,1589.08,4251.51,2,5,2024-07-14,2024-07-19,5324.86,False,7,2024
ORD00620,Kitchen Gadgets,Kitchen Gadgets,Nashik,Guangzhou Imports,214.46,537.71,4,5,2023-08-05,2023-08-10,1293.0,False,8,2023
ORD00621,Home Decor,Home Decor,Mumbai,Yiwu Global Trade,171.68,519.12,14,2,2023-07-09,2023-07-11,4864.16,False,7,2023
ORD00622,Kitchen Gadgets,Kitchen Gadgets,Nashik,Guangzhou Imports,131.9,296.48,1,4,2024-05-02,2024-05-06,164.58,False,5,2024
ORD00623,Home Decor,Home Decor,Mumbai,Dragon Supply Co,230.5,563.3,20,20,2024-11-23,2024-12-13,6656.0,False,11,2024
ORD00624,Bluetooth Speakers,Bluetooth Speakers,Pune,Dragon Supply Co,779.78,1310.99,1,11,2023-08-14,2023-08-25,531.21,True,8,2023
ORD00625,Bluetooth Speakers,Bluetooth Speakers,Thane,Dragon Supply Co,810.61,1874.27,11,6,2023-09-30,2023-10-06,11700.26,False,9,2023
ORD00626,Bluetooth Speakers,Bluetooth Speakers,Nashik,Shenzhen Traders,875.9,1746.76,2,1,2023-05-04,2023-05-05,1741.72,False,5,2023
ORD00627,Kitchen Gadgets,Kitchen Gadgets,Nagpur,Yiwu Global Trade,232.53,610.77,12,2,2024-09-17,2024-09-19,4538.88,False,9,2024
ORD00628,Mobile Accessories,Mobile Accessories,Nashik,Guangzhou Imports,101.82,238.5,4,5,2023-10-15,2023-10-20,546.72,False,10,2023
ORD00629,Smart Watches,Smart Watches,Pune,Guangzhou Imports,1350.34,3448.79,5,8,2023-04-23,2023-05-01,10492.25,False,4,2023
ORD00630,Bluetooth Speakers,Bluetooth Speakers,Aurangabad,Shenzhen Traders,599.07,1194.16,9,2,2024-09-22,2024-09-24,5355.81,False,9,2024
ORD00631,Home Decor,Home Decor,Thane,Dragon Supply Co,216.0,563.35,4,2,2023-08-21,2023-08-23,1389.4,False,8,2023
ORD00632,Kitchen Gadgets,Kitchen Gadgets,Mumbai,Yiwu Global Trade,282.28,666.61,10,3,2024-09-29,2024-10-02,3843.3,False,9,2024
ORD00633,Home Decor,Home Decor,Aurangabad,Yiwu Global Trade,239.52,825.34,5,4,2023-12-26,2023-12-30,2929.1,False,12,2023
ORD00634,Home Decor,Home Decor,Nashik,Dragon Supply Co,264.98,776.65,16,5,2023-12-11,2023-12-16,8186.72,False,12,2023
ORD00635,Home Decor,Home Decor,Nashik,Dragon Supply Co,295.59,855.46,1,5,2024-04-10,2024-04-15,559.87,False,4,2024
ORD00636,Bluetooth Speakers,Bluetooth Speakers,Nagpur,Dragon Supply Co,363.9,728.43,1,10,2024-07-15,2024-07-25,364.53,False,7,2024
ORD00637,Mobile Accessories,Mobile Accessories,Thane,Yiwu Global Trade,107.36,236.33,8,3,2024-02-11,2024-02-14,1031.76,False,2,2024
ORD00638,LED Lights,LED Lights,Mumbai,Dragon Supply Co,309.88,730.91,10,17,2024-12-01,2024-12-18,4210.3,False,12,2024
ORD00639,Kitchen Gadgets,Kitchen Gadgets,Nashik,Yiwu Global Trade,265.93,615.32,2,4,2024-05-29,2024-06-02,698.78,False,5,2024
ORD00640,Home Decor,Home Decor,Nashik,Dragon Supply Co,100.81,271.79,5,12,2023-04-18,2023-04-30,854.9,False,4,2023
ORD00641,Home Decor,Home Decor,Aurangabad,Dragon Supply Co,102.37,324.18,3,10,2023-05-08,2023-05-18,665.43,False,5,2023
ORD00642,Bluetooth Speakers,Bluetooth Speakers,Thane,Dragon Supply Co,737.55,1735.71,2,2,2024-08-06,2024-08-08,1996.32,False,8,2024
ORD00643,Kitchen Gadgets,Kitchen Gadgets,Thane,Yiwu Global Trade,370.72,876.66,9,2,2023-09-18,2023-09-20,4553.46,False,9,2023
ORD00644,Home Decor,Home Decor,Mumbai,Yiwu Global Trade,129.97,372.75,2,2,2024-05-05,2024-05-07,485.56,False,5,2024
ORD00645,Bluetooth Speakers,Bluetooth Speakers,Nagpur,Shenzhen Traders,421.54,973.25,6,1,2024-02-09,2024-02-10,3310.26,False,2,2024
ORD00646,Smart Watches,Smart Watches,Nashik,Guangzhou Imports,828.03,1757.88,7,7,2023-04-22,2023-04-29,6508.95,False,4,2023
ORD00647,LED Lights,LED Lights,Pune,Dragon Supply Co,317.44,748.55,3,10,2024-05-14,2024-05-24,1293.33,False,5,2024
ORD00648,Smart Watches,Smart Watches,Aurangabad,Shenzhen Traders,1248.7,3282.84,6,4,2023-01-12,2023-01-16,12204.84,False,1,2023
ORD00649,Kitchen Gadgets,Kitchen Gadgets,Mumbai,Guangzhou Imports,177.51,406.86,7,8,2023-01-14,2023-01-22,1605.45,False,1,2023
ORD00650,Smart Watches,Smart Watches,Mumbai,Guangzhou Imports,1515.55,3674.3,11,9,2023-03-11,2023-03-20,23746.25,False,3,2023
ORD00651,Home Decor,Home Decor,Mumbai,Yiwu Global Trade,169.58,426.06,1,4,2023-04-11,2023-04-15,256.48,False,4,2023
ORD00652,Kitchen Gadgets,Kitchen Gadgets,Aurangabad,Yiwu Global Trade,297.46,710.59,1,1,2024-06-19,2024-06-20,413.13,False,6,2024
ORD00653,LED Lights,LED Lights,Mumbai,Dragon Supply Co,353.75,716.24,2,17,2023-06-03,2023-06-20,724.98,False,6,2023
ORD00654,Smart Watches,Smart Watches,Pune,Guangzhou Imports,990.9,2498.28,1,3,2024-02-09,2024-02-12,1507.38,False,2,2024
ORD00655,LED Lights,LED Lights,Mumbai,Shenzhen Traders,409.51,727.53,10,4,2023-07-07,2023-07-11,3180.2,True,7,2023
ORD00656,LED Lights,LED Lights,Nashik,Shenzhen Traders,365.66,1047.6,3,2,2024-05-30,2024-06-01,2045.82,False,5,2024
ORD00657,LED Lights,LED Lights,Nagpur,Shenzhen Traders,348.66,1037.69,1,7,2024-05-29,2024-06-05,689.03,False,5,2024
ORD00658,Home Decor,Home Decor,Nashik,Yiwu Global Trade,125.36,350.63,5,5,2024-06-19,2024-06-24,1126.35,False,6,2024
ORD00659,LED Lights,LED Lights,Mumbai,Shenzhen Traders,370.61,948.05,5,2,2024-08-16,2024-08-18,2887.2,False,8,2024
ORD00660,Mobile Accessories,Mobile Accessories,Pune,Yiwu Global Trade,156.69,370.76,2,3,2024-10-25,2024-10-28,428.14,False,10,2024
ORD00661,Bluetooth Speakers,Bluetooth Speakers,Nagpur,Dragon Supply Co,702.78,1639.48,17,11,2024-06-25,2024-07-06,15923.9,False,6,2024
ORD00662,Kitchen Gadgets,Kitchen Gadgets,Nashik,Yiwu Global Trade,138.87,407.62,3,2,2023-01-19,2023-01-21,806.25,False,1,2023
ORD00663,Home Decor,Home Decor,Nagpur,Dragon Supply Co,154.75,526.88,2,4,2023-12-16,2023-12-20,744.26,False,12,2023
ORD00664,Home Decor,Home Decor,Pune,Yiwu Global Trade,212.7,505.65,1,2,2024-09-19,2024-09-21,292.95,False,9,2024
ORD00665,Kitchen Gadgets,Kitchen Gadgets,Aurangabad,Guangzhou Imports,157.46,426.65,6,2,2024-04-20,2024-04-22,1615.14,False,4,2024
ORD00666,Home Decor,Home Decor,Aurangabad,Dragon Supply Co,92.56,308.89,3,18,2023-09-17,2023-10-05,648.99,False,9,2023
ORD00667,LED Lights,LED Lights,Nagpur,Shenzhen Traders,274.58,699.5,1,6,2023-02-16,2023-02-22,424.92,False,2,2023
ORD00668,Mobile Accessories,Mobile Accessories,Mumbai,Yiwu Global Trade,233.96,700.02,7,2,2023-03-16,2023-03-18,3262.42,False,3,2023
ORD00669,Mobile Accessories,Mobile Accessories,Nagpur,Guangzhou Imports,122.97,241.08,4,4,2024-08-24,2024-08-28,472.44,False,8,2024
ORD00670,Kitchen Gadgets,Kitchen Gadgets,Thane,Yiwu Global Trade,362.42,1085.41,1,1,2023-02-19,2023-02-20,722.99,False,2,2023
ORD00671,Kitchen Gadgets,Kitchen Gadgets,Mumbai,Yiwu Global Trade,137.51,300.92,1,2,2024-09-10,2024-09-12,163.41,False,9,2024
ORD00672,Bluetooth Speakers,Bluetooth Speakers,Pune,Shenzhen Traders,719.21,1484.57,13,5,2024-07-16,2024-07-21,9949.68,False,7,2024
ORD00673,LED Lights,LED Lights,Pune,Shenzhen Traders,288.16,753.93,8,2,2024-03-01,2024-03-03,3726.16,False,3,2024
ORD00674,Kitchen Gadgets,Kitchen Gadgets,Nagpur,Yiwu Global Trade,214.77,512.16,3,1,2023-02-18,2023-02-19,892.17,False,2,2023
ORD00675,LED Lights,LED Lights,Mumbai,Dragon Supply Co,233.17,638.84,5,8,2024-12-04,2024-12-12,2028.35,False,12,2024
ORD00676,Smart Watches,Smart Watches,Nashik,Shenzhen Traders,1031.3,2458.58,9,7,2024-10-02,2024-10-09,12845.52,False,10,2024
ORD00677,Smart Watches,Smart Watches,Nagpur,Guangzhou Imports,852.14,2117.83,6,7,2024-09-03,2024-09-10,7594.14,False,9,2024
ORD00678,Mobile Accessories,Mobile Accessories,Mumbai,Guangzhou Imports,230.68,439.92,4,2,2023-07-07,2023-07-09,836.96,False,7,2023
ORD00679,LED Lights,LED Lights,Thane,Shenzhen Traders,318.94,883.21,5,3,2024-08-18,2024-08-21,2821.35,False,8,2024
ORD00680,LED Lights,LED Lights,Nagpur,Dragon Supply Co,419.69,1037.52,2,7,2023-08-08,2023-08-15,1235.66,False,8,2023
ORD00681,Smart Watches,Smart Watches,Mumbai,Guangzhou Imports,1537.97,3978.08,10,5,2023-08-08,2023-08-13,24401.1,False,8,2023
ORD00682,Bluetooth Speakers,Bluetooth Speakers,Pune,Dragon Supply Co,626.19,1480.23,8,10,2024-09-09,2024-09-19,6832.32,False,9,2024
ORD00683,Kitchen Gadgets,Kitchen Gadgets,Thane,Yiwu Global Trade,156.5,351.08,1,2,2024-08-04,2024-08-06,194.58,False,8,2024
ORD00684,Kitchen Gadgets,Kitchen Gadgets,Nashik,Yiwu Global Trade,245.71,595.33,4,2,2024-08-18,2024-08-20,1398.48,False,8,2024
ORD00685,Bluetooth Speakers,Bluetooth Speakers,Mumbai,Dragon Supply Co,553.19,1067.64,2,14,2024-03-16,2024-03-30,1028.9,False,3,2024
ORD00686,Smart Watches,Smart Watches,Pune,Guangzhou Imports,1172.84,2389.25,10,3,2023-03-11,2023-03-14,12164.1,False,3,2023
ORD00687,Smart Watches,Smart Watches,Nashik,Shenzhen Traders,1249.58,3328.53,7,4,2024-11-02,2024-11-06,14552.65,False,11,2024
ORD00688,Smart Watches,Smart Watches,Pune,Shenzhen Traders,1085.3,2680.85,2,5,2023-07-18,2023-07-23,3191.1,False,7,2023
ORD00689,LED Lights,LED Lights,Pune,Dragon Supply Co,397.74,1000.86,4,13,2024-10-27,2024-11-09,2412.48,False,10,2024
ORD00690,Smart Watches,Smart Watches,Thane,Guangzhou Imports,1670.25,3349.32,22,3,2023-11-10,2023-11-13,36939.54,False,11,2023
ORD00691,Bluetooth Speakers,Bluetooth Speakers,Mumbai,Dragon Supply Co,633.0,1327.13,7,10,2024-08-03,2024-08-13,4858.91,False,8,2024
ORD00692,Mobile Accessories,Mobile Accessories,Nagpur,Yiwu Global Trade,218.88,596.57,15,1,2024-01-06,2024-01-07,5665.35,False,1,2024
ORD00693,Smart Watches,Smart Watches,Pune,Shenzhen Traders,1200.64,2603.66,14,2,2024-01-19,2024-01-21,19642.28,False,1,2024
ORD00694,Bluetooth Speakers,Bluetooth Speakers,Mumbai,Dragon Supply Co,420.34,972.94,9,17,2023-11-23,2023-12-10,4973.4,False,11,2023
ORD00695,Kitchen Gadgets,Kitchen Gadgets,Thane,Yiwu Global Trade,158.18,355.86,4,2,2023-10-16,2023-10-18,790.72,False,10,2023
ORD00696,Kitchen Gadgets,Kitchen Gadgets,Nagpur,Guangzhou Imports,266.54,564.2,4,6,2024-08-20,2024-08-26,1190.64,False,8,2024
ORD00697,Home Decor,Home Decor,Aurangabad,Dragon Supply Co,139.82,417.85,1,3,2024-09-01,2024-09-04,278.03,False,9,2024
ORD00698,Bluetooth Speakers,Bluetooth Speakers,Mumbai,Dragon Supply Co,575.92,1151.78,15,0,2024-05-31,2024-05-31,8637.9,False,5,2024
ORD00699,Mobile Accessories,Mobile Accessories,Mumbai,Yiwu Global Trade,196.55,607.59,1,4,2023-04-22,2023-04-26,411.04,False,4,2023
ORD00700,LED Lights,LED Lights,Pune,Shenzhen Traders,211.73,426.97,1,3,2024-08-10,2024-08-13,215.24,False,8,2024
ORD00701,Kitchen Gadgets,Kitchen Gadgets,Thane,Guangzhou Imports,277.43,626.9,9,4,2023-10-21,2023-10-25,3145.23,False,10,2023
ORD00702,Kitchen Gadgets,Kitchen Gadgets,Thane,Yiwu Global Trade,258.17,716.98,1,2,2024-07-14,2024-07-16,458.81,False,7,2024
ORD00703,Home Decor,Home Decor,Thane,Yiwu Global Trade,214.04,471.22,9,4,2024-01-26,2024-01-30,2314.62,False,1,2024
ORD00704,Home Decor,Home Decor,Nagpur,Dragon Supply Co,175.19,395.31,1,10,2023-08-02,2023-08-12,220.12,False,8,2023
ORD00705,Mobile Accessories,Mobile Accessories,Thane,Yiwu Global Trade,144.81,380.08,5,2,2023-08-01,2023-08-03,1176.35,False,8,2023
ORD00706,Home Decor,Home Decor,Pune,Yiwu Global Trade,148.54,474.68,3,2,2024-01-16,2024-01-18,978.42,False,1,2024
ORD00707,LED Lights,LED Lights,Nagpur,Dragon Supply Co,310.5,490.73,6,18,2023-02-27,2023-03-17,1081.38,True,2,2023
ORD00708,Home Decor,Home Decor,Nagpur,Yiwu Global Trade,117.1,258.72,2,5,2023-09-11,2023-09-16,283.24,False,9,2023
ORD00709,Home Decor,Home Decor,Pune,Dragon Supply Co,114.51,315.35,4,4,2023-02-13,2023-02-17,803.36,False,2,2023
ORD00710,Smart Watches,Smart Watches,Nagpur,Guangzhou Imports,1353.66,3781.37,3,5,2024-03-11,2024-03-16,7283.13,False,3,2024
ORD00711,Mobile Accessories,Mobile Accessories,Nagpur,Yiwu Global Trade,174.79,358.36,2,3,2024-01-14,2024-01-17,367.14,False,1,2024
ORD00712,Bluetooth Speakers,Bluetooth Speakers,Aurangabad,Shenzhen Traders,667.71,1630.51,7,1,2024-05-22,2024-05-23,6739.6,False,5,2024
ORD00713,Mobile Accessories,Mobile Accessories,Nashik,Guangzhou Imports,155.92,433.31,2,9,2023-06-13,2023-06-22,554.78,False,6,2023
ORD00714,Mobile Accessories,Mobile Accessories,Thane,Yiwu Global Trade,216.15,574.88,4,1,2023-08-26,2023-08-27,1434.92,False,8,2023
ORD00715,LED Lights,LED Lights,Pune,Shenzhen Traders,332.61,932.76,3,1,2024-07-07,2024-07-08,1800.45,False,7,2024
ORD00716,Bluetooth Speakers,Bluetooth Speakers,Mumbai,Shenzhen Traders,494.7,1068.35,2,4,2024-01-22,2024-01-26,1147.3,False,1,2024
ORD00717,Home Decor,Home Decor,Aurangabad,Dragon Supply Co,182.15,556.11,2,6,2023-10-10,2023-10-16,747.92,False,10,2023
ORD00718,Kitchen Gadgets,Kitchen Gadgets,Aurangabad,Yiwu Global Trade,333.26,891.89,6,2,2024-09-04,2024-09-06,3351.78,False,9,2024
ORD00719,Mobile Accessories,Mobile Accessories,Mumbai,Yiwu Global Trade,213.27,536.32,1,5,2024-11-18,2024-11-23,323.05,False,11,2024
ORD00720,Kitchen Gadgets,Kitchen Gadgets,Nashik,Yiwu Global Trade,213.53,574.29,1,1,2024-06-27,2024-06-28,360.76,False,6,2024
ORD00721,LED Lights,LED Lights,Thane,Dragon Supply Co,264.75,634.11,18,3,2023-01-16,2023-01-19,6648.48,False,1,2023
ORD00722,Kitchen Gadgets,Kitchen Gadgets,Nashik,Yiwu Global Trade,137.84,300.65,7,2,2024-10-31,2024-11-02,1139.67,False,10,2024
ORD00723,Kitchen Gadgets,Kitchen Gadgets,Pune,Guangzhou Imports,332.03,764.89,24,7,2023-09-17,2023-09-24,10388.64,False,9,2023
ORD00724,Bluetooth Speakers,Bluetooth Speakers,Nagpur,Shenzhen Traders,493.61,1078.54,3,2,2023-05-11,2023-05-13,1754.79,False,5,2023
ORD00725,LED Lights,LED Lights,Pune,Dragon Supply Co,208.08,522.96,1,4,2024-10-27,2024-10-31,314.88,False,10,2024
ORD00726,Kitchen Gadgets,Kitchen Gadgets,Nashik,Guangzhou Imports,371.17,967.59,2,7,2024-04-21,2024-04-28,1192.84,False,4,2024
ORD00727,Smart Watches,Smart Watches,Nashik,Guangzhou Imports,1681.0,4521.25,4,2,2024-04-30,2024-05-02,11361.0,False,4,2024
ORD00728,Smart Watches,Smart Watches,Pune,Shenzhen Traders,1556.95,3388.4,10,6,2024-01-30,2024-02-05,18314.5,False,1,2024
ORD00729,Smart Watches,Smart Watches,Aurangabad,Guangzhou Imports,1243.98,2497.64,4,5,2023-12-30,2024-01-04,5014.64,False,12,2023
ORD00730,Mobile Accessories,Mobile Accessories,Mumbai,Yiwu Global Trade,194.53,573.77,11,0,2023-05-11,2023-05-11,4171.64,False,5,2023
ORD00731,Mobile Accessories,Mobile Accessories,Pune,Yiwu Global Trade,117.16,304.99,1,3,2023-10-04,2023-10-07,187.83,False,10,2023
ORD00732,Home Decor,Home Decor,Pune,Yiwu Global Trade,135.92,428.97,1,2,2024-11-05,2024-11-07,293.05,False,11,2024
ORD00733,Mobile Accessories,Mobile Accessories,Mumbai,Guangzhou Imports,122.45,326.46,7,7,2023-02-10,2023-02-17,1428.07,False,2,2023
ORD00734,LED Lights,LED Lights,Thane,Shenzhen Traders,342.19,911.4,5,1,2023-10-06,2023-10-07,2846.05,False,10,2023
ORD00735,Kitchen Gadgets,Kitchen Gadgets,Thane,Yiwu Global Trade,216.51,516.13,8,3,2024-10-23,2024-10-26,2396.96,False,10,2024
ORD00736,Kitchen Gadgets,Kitchen Gadgets,Pune,Guangzhou Imports,375.94,1099.4,1,7,2023-10-16,2023-10-23,723.46,False,10,2023
ORD00737,Mobile Accessories,Mobile Accessories,Mumbai,Guangzhou Imports,215.88,533.15,1,3,2023-09-29,2023-10-02,317.27,False,9,2023
ORD00738,Kitchen Gadgets,Kitchen Gadgets,Pune,Guangzhou Imports,298.45,673.7,2,7,2024-10-21,2024-10-28,750.5,False,10,2024
ORD00739,Home Decor,Home Decor,Pune,Dragon Supply Co,91.94,282.84,7,9,2024-10-01,2024-10-10,1336.3,False,10,2024
ORD00740,LED Lights,LED Lights,Pune,Dragon Supply Co,386.84,846.08,1,18,2023-05-23,2023-06-10,459.24,False,5,2023
ORD00741,Smart Watches,Smart Watches,Aurangabad,Guangzhou Imports,1044.56,2242.81,6,10,2023-08-15,2023-08-25,7189.5,False,8,2023
ORD00742,Bluetooth Speakers,Bluetooth Speakers,Pune,Shenzhen Traders,570.33,1263.57,2,2,2024-04-04,2024-04-06,1386.48,False,4,2024
ORD00743,Kitchen Gadgets,Kitchen Gadgets,Thane,Yiwu Global Trade,307.41,868.03,7,1,2024-01-28,2024-01-29,3924.34,False,1,2024
ORD00744,Bluetooth Speakers,Bluetooth Speakers,Mumbai,Dragon Supply Co,877.53,1759.17,9,13,2024-10-07,2024-10-20,7934.76,False,10,2024
ORD00745,Mobile Accessories,Mobile Accessories,Pune,Yiwu Global Trade,249.25,745.04,1,1,2024-02-11,2024-02-12,495.79,False,2,2024
ORD00746,Home Decor,Home Decor,Thane,Dragon Supply Co,159.01,466.02,8,1,2023-05-22,2023-05-23,2456.08,False,5,2023
ORD00747,Bluetooth Speakers,Bluetooth Speakers,Nashik,Dragon Supply Co,383.02,945.93,2,6,2024-12-02,2024-12-08,1125.82,False,12,2024
ORD00748,Home Decor,Home Decor,Pune,Yiwu Global Trade,166.97,445.68,11,2,2023-09-27,2023-09-29,3065.81,False,9,2023
ORD00749,Smart Watches,Smart Watches,Mumbai,Guangzhou Imports,789.42,2126.61,1,7,2024-12-27,2025-01-03,1337.19,False,12,2024
ORD00750,Mobile Accessories,Mobile Accessories,Aurangabad,Guangzhou Imports,128.38,289.51,1,8,2023-10-11,2023-10-19,161.13,False,10,2023
ORD00751,Home Decor,Home Decor,Thane,Dragon Supply Co,177.65,457.0,5,19,2023-11-23,2023-12-12,1396.75,False,11,2023
ORD00752,Mobile Accessories,Mobile Accessories,Nagpur,Guangzhou Imports,237.86,568.61,2,8,2024-09-24,2024-10-02,661.5,False,9,2024
ORD00753,Bluetooth Speakers,Bluetooth Speakers,Mumbai,Dragon Supply Co,538.99,1142.36,1,0,2024-02-02,2024-02-02,603.37,False,2,2024
ORD00754,Home Decor,Home Decor,Nagpur,Dragon Supply Co,180.95,606.91,5,11,2024-10-15,2024-10-26,2129.8,False,10,2024
